instance_name;beta;h;max_time;seed;ML_used;makespan;makespan_bb;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.8;1.5;60;687619;6;1600;1636.735;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.8;1.5;60;354135;6;1611;1634.875;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.8;1.5;60;839113;6;1614;1640.745;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.8;1.5;60;123452;6;1628;1640.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;12345;6;1600;1636.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;435451;6;1591;1639.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;56162;6;1599;1617.96;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;68813;6;1620;1637.225;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;368387;6;1615;1633.7;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;687619;6;1600;1636.735;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;354135;6;1611;1634.875;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;839113;6;1614;1640.745;;;;;;;;;;;;;;;;;;;;;;
t_j20_m10.txt;0.9;1.5;60;123452;6;1628;1640.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.1;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.2;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.3;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.4;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.5;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.6;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.7;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.8;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;12345;6;2361;2378.01;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;435451;6;2336;2350.91;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;56162;6;2317;2342.33;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;68813;6;2344;2360.45;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;368387;6;2354;2374.25;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;687619;6;2356;2364.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;354135;6;2354;2368.16;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;839113;6;2346;2365.47;;;;;;;;;;;;;;;;;;;;;;
t_j20_m20.txt;0.9;1.5;60;123452;6;2333;2360.98;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.1;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.2;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.3;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.4;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.5;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.6;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.7;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.8;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;12345;6;2724;2752.665;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;435451;6;2729;2761.815;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;56162;6;2729;2761.175;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;68813;6;2729;2756.265;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;368387;6;2729;2752.25;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;687619;6;2742;2760.315;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;354135;6;2729;2762.64;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;839113;6;2735;2762.075;;;;;;;;;;;;;;;;;;;;;;
t_j50_m5.txt;0.9;1.5;60;123452;6;2732;2757.74;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;12345;6;3105;3159.56;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;435451;6;3092;3149.885;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;56162;6;3126;3165.48;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;68813;6;3110;3150.68;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;368387;6;3098;3132.125;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;687619;6;3115;3145.045;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;354135;6;3120;3154.655;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;839113;6;3109;3147.79;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.1;1.5;60;123452;6;3110;3144.225;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;12345;6;3105;3159.56;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;435451;6;3092;3149.885;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;56162;6;3126;3165.48;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;68813;6;3110;3150.68;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;368387;6;3098;3132.125;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;687619;6;3115;3145.045;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;354135;6;3120;3154.655;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;839113;6;3109;3147.79;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.2;1.5;60;123452;6;3110;3144.225;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;12345;6;3105;3159.56;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;435451;6;3092;3149.885;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;56162;6;3126;3165.48;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;68813;6;3110;3150.68;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;368387;6;3098;3132.125;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;687619;6;3115;3145.045;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;354135;6;3120;3154.655;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;839113;6;3109;3147.79;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.3;1.5;60;123452;6;3110;3144.225;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;12345;6;3105;3159.56;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;435451;6;3092;3149.885;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;56162;6;3126;3165.48;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;68813;6;3110;3150.68;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;368387;6;3098;3132.125;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;687619;6;3115;3145.045;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;354135;6;3120;3154.655;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;839113;6;3109;3147.79;;;;;;;;;;;;;;;;;;;;;;
t_j50_m10.txt;0.4;1.5;60;123452;6;3110;3144.225;;;;;;;;;;;;;;;;;;;;;;
